tournament_year,match_date,stage,home_team_name,away_team_name,home_team_norm,away_team_norm,home_score,away_score,stadium_name,city,referee_name,attendance,home_manager_name,away_manager_name,tournament_id,match_id,home_team_id,away_team_id,stadium_id,referee_id,home_manager_id,away_manager_id,result,target
1974,1974-06-22,First round,Australia,Chile,australia,chile,0,0,"Olympiastadion, Berlin West",Germany,Jafar Namdar,17400,Rale Rasic,Luis Alamos,wc_1974,match_e8d36cb1faab,team_fb2a54d63748,team_fd317045cbdc,stadium_9219de87e38b,referee_9ce68654af05,manager_f7c2057f4ba7,manager_c96e3ef6376b,draw,1
1974,1974-06-23,First round,Sweden,Uruguay,sweden,uruguay,3,0,"Rheinstadion, Dï¿½Sseldorf",Germany,Erich Linemayr,28300,Georg Ericson,Roberto Porta,wc_1974,match_0e2bac805c53,team_88e52ee42fd0,team_9142ac5b229c,stadium_3824c8628e1b,referee_c39017091c35,manager_5ad1d07bd351,manager_67e1fea69b4d,home_win,0
1974,1974-06-23,First round,Poland,Italy,poland,italy,2,1,"Neckarstadion, Stuttgart",Germany,Hans Joachim Weyland,70100,Kazimierz Gorski,Ferruccio Valcareggi,wc_1974,match_a5fa6e0576c3,team_6f08c5ddcdd0,team_bab4ac375ada,stadium_35f5943053a5,referee_6a521e278821,manager_d31e4b860577,manager_0f430e37e75d,home_win,0
1974,1974-06-23,First round,Bulgaria,Netherlands,bulgaria,netherlands,1,4,"Westfalenstadion, Dortmund",Germany,Tony Boskovic,53300,Hristo Mladenov,Rinus Michels,wc_1974,match_cd40acc6cd07,team_db5f14430304,team_6123486432d2,stadium_b4069a2d4246,referee_b7f811751937,manager_b210ebdc3868,manager_6e7b47481112,away_win,2
1974,1974-06-23,First round,Argentina,Haiti,argentina,haiti,4,1,"Olympiastadion, Munich",Germany,Pablo Sanchez Ibanez,25900,Vladislao Cap,Antoine Tassy,wc_1974,match_ff02372bb271,team_2a52adc7b1da,team_87b190830af9,stadium_142032876693,referee_436ecc3f1e6f,manager_31674b9c9309,manager_27d1ed85c17a,home_win,0
1974,1974-06-26,Second round,Yugoslavia,West Germany,yugoslavia,west germany,0,2,"Rheinstadion, Dï¿½Sseldorf",Germany,Armando Marques,67385,Miljan Miljanic,Helmut Schoen,wc_1974,match_880eb97c20f2,team_950ebd5e5210,team_79efb284d3e2,stadium_3824c8628e1b,referee_926cb7fd6383,manager_853d4f833c96,manager_390169e8746a,away_win,2
1974,1974-06-26,Second round,Brazil,Germany DR,brazil,germany dr,1,0,"Niedersachsenstadion, Hanover",Germany,Clive Thomas,59863,Mario Zagallo,Georg Buschner,wc_1974,match_c76239cfb35c,team_6e5fa4d9c48c,team_00f3af1ef8f9,stadium_fbddc2fbc0e9,referee_c795f6fb98a1,manager_da718fc0647a,manager_85c08c52bc82,home_win,0
1974,1974-06-26,Second round,Netherlands,Argentina,netherlands,argentina,4,0,"Parkstadion, Gelsenkirchen",Germany,Bob Davidson,56548,Rinus Michels,Vladislao Cap,wc_1974,match_dbaea602b997,team_6123486432d2,team_2a52adc7b1da,stadium_ba6ce6d147f6,referee_ff9ab612317d,manager_6e7b47481112,manager_31674b9c9309,home_win,0
1974,1974-06-26,Second round,Sweden,Poland,sweden,poland,0,1,"Neckarstadion, Stuttgart",Germany,Ramon Barreto Ruiz,44955,Georg Ericson,Kazimierz Gorski,wc_1974,match_f5b8bee2ffe3,team_88e52ee42fd0,team_6f08c5ddcdd0,stadium_35f5943053a5,referee_6bf2a42144f0,manager_5ad1d07bd351,manager_d31e4b860577,away_win,2
1974,1974-06-30,Second round,West Germany,Sweden,west germany,sweden,4,2,"Rheinstadion, Dï¿½Sseldorf",Germany,Pavel Kazakov,67800,Helmut Schoen,Georg Ericson,wc_1974,match_0829d3008a4b,team_79efb284d3e2,team_88e52ee42fd0,stadium_3824c8628e1b,referee_98d7f8c60867,manager_390169e8746a,manager_5ad1d07bd351,home_win,0
1974,1974-06-30,Second round,Poland,Yugoslavia,poland,yugoslavia,2,1,"Waldstadion, Frankfurt/Main",Germany,Rudolf Gloeckner,58000,Kazimierz Gorski,Miljan Miljanic,wc_1974,match_278da5d4dae8,team_6f08c5ddcdd0,team_950ebd5e5210,stadium_cc0c63261f48,referee_da1022eb67af,manager_d31e4b860577,manager_853d4f833c96,home_win,0
1974,1974-06-30,Second round,Germany DR,Netherlands,germany dr,netherlands,0,2,"Parkstadion, Gelsenkirchen",Germany,Ruedi Scheurer,68348,Georg Buschner,Rinus Michels,wc_1974,match_afe0fa4374f3,team_00f3af1ef8f9,team_6123486432d2,stadium_ba6ce6d147f6,referee_a42a26bdd4f9,manager_85c08c52bc82,manager_6e7b47481112,away_win,2
1974,1974-06-30,Second round,Argentina,Brazil,argentina,brazil,1,2,"Niedersachsenstadion, Hanover",Germany,Vital Loraux,39400,Vladislao Cap,Mario Zagallo,wc_1974,match_dbbd391ad299,team_2a52adc7b1da,team_6e5fa4d9c48c,stadium_fbddc2fbc0e9,referee_36353c3cae3d,manager_31674b9c9309,manager_da718fc0647a,away_win,2
1974,1974-07-03,Second round,Poland,West Germany,poland,west germany,0,1,"Waldstadion, Frankfurt/Main",Germany,Erich Linemayr,62000,Kazimierz Gorski,Helmut Schoen,wc_1974,match_72b73607f7a7,team_6f08c5ddcdd0,team_79efb284d3e2,stadium_cc0c63261f48,referee_c39017091c35,manager_d31e4b860577,manager_390169e8746a,away_win,2
1974,1974-07-03,Second round,Netherlands,Brazil,netherlands,brazil,2,0,"Westfalenstadion, Dortmund",Germany,Kurt Tschenscher,53700,Rinus Michels,Mario Zagallo,wc_1974,match_7c152004a2ea,team_6123486432d2,team_6e5fa4d9c48c,stadium_b4069a2d4246,referee_fdc9f888f628,manager_6e7b47481112,manager_da718fc0647a,home_win,0
1974,1974-07-03,Second round,Sweden,Yugoslavia,sweden,yugoslavia,2,1,"Rheinstadion, Dï¿½Sseldorf",Germany,Luis Pestarino,41300,Georg Ericson,Miljan Miljanic,wc_1974,match_8f5c384c1f18,team_88e52ee42fd0,team_950ebd5e5210,stadium_3824c8628e1b,referee_149711745255,manager_5ad1d07bd351,manager_853d4f833c96,home_win,0
1974,1974-07-03,Second round,Argentina,Germany DR,argentina,germany dr,1,1,"Parkstadion, Gelsenkirchen",Germany,John Taylor,54254,Vladislao Cap,Georg Buschner,wc_1974,match_97ac02f48721,team_2a52adc7b1da,team_00f3af1ef8f9,stadium_ba6ce6d147f6,referee_db9a5959b8fd,manager_31674b9c9309,manager_85c08c52bc82,draw,1
1974,1974-07-06,Third-place match,Brazil,Poland,brazil,poland,0,1,"Olympiastadion, Munich",Germany,Aurelio Angonese,77100,Mario Zagallo,Kazimierz Gorski,wc_1974,match_a144093ec4d8,team_6e5fa4d9c48c,team_6f08c5ddcdd0,stadium_142032876693,referee_1b703aa48e76,manager_da718fc0647a,manager_d31e4b860577,away_win,2
1974,1974-07-07,Final,Netherlands,West Germany,netherlands,west germany,1,2,"Olympiastadion, Munich",Germany,John Taylor,78200,Rinus Michels,Helmut Schoen,wc_1974,match_330aa538514b,team_6123486432d2,team_79efb284d3e2,stadium_142032876693,referee_db9a5959b8fd,manager_6e7b47481112,manager_390169e8746a,away_win,2
1978,1978-06-01,First round,West Germany,Poland,west germany,poland,0,0,"El Monumental - Estadio Monumental Antonio Vespuci, Buenos Aires",Argentina,Norberto Angel Coerezza,67579,Helmut Schoen,Jacek Gmoch,wc_1978,match_03238c1ca745,team_79efb284d3e2,team_6f08c5ddcdd0,stadium_dce12cd4c592,referee_98c25eef97f4,manager_390169e8746a,manager_14589b02c24c,draw,1
1978,1978-06-02,First round,Tunisia,Mexico,tunisia,mexico,3,1,"Arroyito - Estadio Dr. Lisandro de la Torre, Rosario",Argentina,John Gordon,17396,Abdelmajid Chetali,Jose Roca,wc_1978,match_a6a3cc2e60dd,team_6b07fd4ea837,team_4edfc924721a,stadium_9126bae1f243,referee_f29bdcbfbd35,manager_97e7b95636f7,manager_25ef17644c5b,home_win,0
1978,1978-06-02,First round,Italy,France,italy,france,2,1,"Estadio Josï¿½ Marï¿½a Minella, Mar Del Plata",Argentina,Nicolae Rainea,42373,Enzo Bearzot,Michel Hidalgo,wc_1978,match_edc2c299c1c1,team_bab4ac375ada,team_e165d4f2174b,stadium_628729c29daa,referee_322d4a7ac929,manager_0fdc84736782,manager_f9f3d596abb9,home_win,0
1978,1978-06-02,First round,Argentina,Hungary,argentina,hungary,2,1,"El Monumental - Estadio Monumental Antonio Vespuci, Buenos Aires",Argentina,Antonio Garrido,71615,Cesar Luis Menotti,Lajos Baroti,wc_1978,match_f7d3539a4f76,team_2a52adc7b1da,team_3b4bbcb74728,stadium_dce12cd4c592,referee_75dcaa404bc8,manager_972e41df4422,manager_b241006d5d31,home_win,0
1978,1978-06-03,First round,Austria,Spain,austria,spain,2,1,"Jose Amalfitani, Buenos Aires",Argentina,Karoly Palotai,40841,Helmut Senekowitsch,Ladislao Kubala,wc_1978,match_064eaea68656,team_6cd0c266688a,team_1747d4b2dd4b,stadium_76368de41cc4,referee_bab396f8ee12,manager_d8780bc4507c,manager_fa1ece822b30,home_win,0
1978,1978-06-03,First round,Netherlands,IR Iran,netherlands,iran,3,0,"San Martin, Mendoza",Argentina,Alfonso Gonzalez Archundia,33431,Ernst Happel,Heshmat Mohadjerani,wc_1978,match_42fb98774c9f,team_6123486432d2,team_6f0a7d56c2cd,stadium_bc61d7b8cd3d,referee_0159151a59f7,manager_75988e163531,manager_eddcba71263c,home_win,0
1978,1978-06-03,First round,Sweden,Brazil,sweden,brazil,1,1,"Estadio Josï¿½ Marï¿½a Minella, Mar Del Plata",Argentina,Clive Thomas,32569,Georg Ericson,Claudio Coutinho,wc_1978,match_ab8f48a3af6e,team_88e52ee42fd0,team_6e5fa4d9c48c,stadium_628729c29daa,referee_c795f6fb98a1,manager_5ad1d07bd351,manager_d695a40b5f30,draw,1
1978,1978-06-03,First round,Peru,Scotland,peru,scotland,3,1,"Estadio Olï¿½mpico Chateau Carreras, Cordoba",Argentina,Ulf Eriksson,37927,Marcos Calderon,Alistair Macleod,wc_1978,match_c0e2a29ffdb6,team_32e8419a7ecb,team_b0ce0b49f97d,stadium_508ae9a32d99,referee_7678aca91b73,manager_ee90af2d2e21,manager_fc68e4855305,home_win,0
1978,1978-06-06,First round,West Germany,Mexico,west germany,mexico,6,0,"Estadio Olï¿½mpico Chateau Carreras, Cordoba",Argentina,Farouk Bouzo,35258,Helmut Schoen,Jose Roca,wc_1978,match_29148e6575f7,team_79efb284d3e2,team_4edfc924721a,stadium_508ae9a32d99,referee_cf842b9c4a13,manager_390169e8746a,manager_25ef17644c5b,home_win,0
1978,1978-06-06,First round,Argentina,France,argentina,france,2,1,"El Monumental - Estadio Monumental Antonio Vespuci, Buenos Aires",Argentina,Jean Dubach,71666,Cesar Luis Menotti,Michel Hidalgo,wc_1978,match_3beb0ffdf862,team_2a52adc7b1da,team_e165d4f2174b,stadium_dce12cd4c592,referee_ff808eb1a0ce,manager_972e41df4422,manager_f9f3d596abb9,home_win,0
1978,1978-06-06,First round,Italy,Hungary,italy,hungary,3,1,"Estadio Josï¿½ Marï¿½a Minella, Mar Del Plata",Argentina,Ramon Barreto Ruiz,26533,Enzo Bearzot,Lajos Baroti,wc_1978,match_4e106c84361f,team_bab4ac375ada,team_3b4bbcb74728,stadium_628729c29daa,referee_6bf2a42144f0,manager_0fdc84736782,manager_b241006d5d31,home_win,0
1978,1978-06-06,First round,Poland,Tunisia,poland,tunisia,1,0,"Arroyito - Estadio Dr. Lisandro de la Torre, Rosario",Argentina,Angel Martinez,9624,Jacek Gmoch,Abdelmajid Chetali,wc_1978,match_e2f529b29141,team_6f08c5ddcdd0,team_6b07fd4ea837,stadium_9126bae1f243,referee_e31058206974,manager_14589b02c24c,manager_97e7b95636f7,home_win,0
1978,1978-06-07,First round,Scotland,IR Iran,scotland,iran,1,1,"Estadio Olï¿½mpico Chateau Carreras, Cordoba",Argentina,Youssou Ndiaye,7938,Alistair Macleod,Heshmat Mohadjerani,wc_1978,match_2c281794640c,team_b0ce0b49f97d,team_6f0a7d56c2cd,stadium_508ae9a32d99,referee_85b3563a347d,manager_fc68e4855305,manager_eddcba71263c,draw,1
1978,1978-06-07,First round,Austria,Sweden,austria,sweden,1,0,"Jose Amalfitani, Buenos Aires",Argentina,Charles Corver,41424,Helmut Senekowitsch,Georg Ericson,wc_1978,match_6b327cc3137f,team_6cd0c266688a,team_88e52ee42fd0,stadium_76368de41cc4,referee_cc1bdbe45157,manager_d8780bc4507c,manager_5ad1d07bd351,home_win,0
1978,1978-06-07,First round,Netherlands,Peru,netherlands,peru,0,0,"San Martin, Mendoza",Argentina,Adolf Prokop,28125,Ernst Happel,Marcos Calderon,wc_1978,match_74402183c225,team_6123486432d2,team_32e8419a7ecb,stadium_bc61d7b8cd3d,referee_2709d00059f7,manager_75988e163531,manager_ee90af2d2e21,draw,1
1978,1978-06-07,First round,Brazil,Spain,brazil,spain,0,0,"Estadio Josï¿½ Marï¿½a Minella, Mar Del Plata",Argentina,Sergio Gonella,34771,Claudio Coutinho,Ladislao Kubala,wc_1978,match_c9742c5f0ed6,team_6e5fa4d9c48c,team_1747d4b2dd4b,stadium_628729c29daa,referee_2079c6868548,manager_d695a40b5f30,manager_fa1ece822b30,draw,1
1978,1978-06-10,First round,Poland,Mexico,poland,mexico,3,1,"Arroyito - Estadio Dr. Lisandro de la Torre, Rosario",Argentina,Jafar Namdar,22651,Jacek Gmoch,Jose Roca,wc_1978,match_23a3dbe8d4cd,team_6f08c5ddcdd0,team_4edfc924721a,stadium_9126bae1f243,referee_9ce68654af05,manager_14589b02c24c,manager_25ef17644c5b,home_win,0
1978,1978-06-10,First round,West Germany,Tunisia,west germany,tunisia,0,0,"Estadio Olï¿½mpico Chateau Carreras, Cordoba",Argentina,Cesar Orozco Guerrero,30667,Helmut Schoen,Abdelmajid Chetali,wc_1978,match_29d312505848,team_79efb284d3e2,team_6b07fd4ea837,stadium_508ae9a32d99,referee_bb79c8ccdd7c,manager_390169e8746a,manager_97e7b95636f7,draw,1
1978,1978-06-10,First round,Italy,Argentina,italy,argentina,1,0,"El Monumental - Estadio Monumental Antonio Vespuci, Buenos Aires",Argentina,Abraham Klein,71712,Enzo Bearzot,Cesar Luis Menotti,wc_1978,match_b126aae7d42a,team_bab4ac375ada,team_2a52adc7b1da,stadium_dce12cd4c592,referee_4bd5a6af24f3,manager_0fdc84736782,manager_972e41df4422,home_win,0
1978,1978-06-10,First round,France,Hungary,france,hungary,3,1,"Estadio Josï¿½ Marï¿½a Minella, Mar Del Plata",Argentina,Arnaldo Coelho,23127,Michel Hidalgo,Lajos Baroti,wc_1978,match_e9f0a1c0b4aa,team_e165d4f2174b,team_3b4bbcb74728,stadium_628729c29daa,referee_39c0b090292f,manager_f9f3d596abb9,manager_b241006d5d31,home_win,0
1978,1978-06-11,First round,Brazil,Austria,brazil,austria,1,0,"Estadio Josï¿½ Marï¿½a Minella, Mar Del Plata",Argentina,Robert Wurtz,35221,Claudio Coutinho,Helmut Senekowitsch,wc_1978,match_7826b2c821e9,team_6e5fa4d9c48c,team_6cd0c266688a,stadium_628729c29daa,referee_8c82d8d7207e,manager_d695a40b5f30,manager_d8780bc4507c,home_win,0
1978,1978-06-11,First round,Scotland,Netherlands,scotland,netherlands,3,2,"San Martin, Mendoza",Argentina,Erich Linemayr,35130,Alistair Macleod,Ernst Happel,wc_1978,match_974862b089ea,team_b0ce0b49f97d,team_6123486432d2,stadium_bc61d7b8cd3d,referee_c39017091c35,manager_fc68e4855305,manager_75988e163531,home_win,0
1978,1978-06-11,First round,Spain,Sweden,spain,sweden,1,0,"Jose Amalfitani, Buenos Aires",Argentina,Ferdinand Biwersi,42132,Ladislao Kubala,Georg Ericson,wc_1978,match_f0d39ecdb0d6,team_1747d4b2dd4b,team_88e52ee42fd0,stadium_76368de41cc4,referee_2ba93e303c16,manager_fa1ece822b30,manager_5ad1d07bd351,home_win,0
1978,1978-06-11,First round,Peru,IR Iran,peru,iran,4,1,"Estadio Olï¿½mpico Chateau Carreras, Cordoba",Argentina,Alojzy Jarguz,21262,Marcos Calderon,Heshmat Mohadjerani,wc_1978,match_fd674af1127f,team_32e8419a7ecb,team_6f0a7d56c2cd,stadium_508ae9a32d99,referee_31ba51da0993,manager_ee90af2d2e21,manager_eddcba71263c,home_win,0
1978,1978-06-14,Second round,West Germany,Italy,west germany,italy,0,0,"El Monumental - Estadio Monumental Antonio Vespuci, Buenos Aires",Argentina,Dusan Maksimovic,67547,Helmut Schoen,Enzo Bearzot,wc_1978,match_0df3fee1ddfe,team_79efb284d3e2,team_bab4ac375ada,stadium_dce12cd4c592,referee_b1a787dc154f,manager_390169e8746a,manager_0fdc84736782,draw,1
1978,1978-06-14,Second round,Argentina,Poland,argentina,poland,2,0,"Arroyito - Estadio Dr. Lisandro de la Torre, Rosario",Argentina,Ulf Eriksson,37091,Cesar Luis Menotti,Jacek Gmoch,wc_1978,match_190d5a50bb6a,team_2a52adc7b1da,team_6f08c5ddcdd0,stadium_9126bae1f243,referee_7678aca91b73,manager_972e41df4422,manager_14589b02c24c,home_win,0
1978,1978-06-14,Second round,Netherlands,Austria,netherlands,austria,5,1,"Estadio Olï¿½mpico Chateau Carreras, Cordoba",Argentina,John Gordon,25050,Ernst Happel,Helmut Senekowitsch,wc_1978,match_202df7a8e570,team_6123486432d2,team_6cd0c266688a,stadium_508ae9a32d99,referee_f29bdcbfbd35,manager_75988e163531,manager_d8780bc4507c,home_win,0
1978,1978-06-14,Second round,Brazil,Peru,brazil,peru,3,0,"San Martin, Mendoza",Argentina,Nicolae Rainea,31278,Claudio Coutinho,Marcos Calderon,wc_1978,match_2e7f6ffa7a6d,team_6e5fa4d9c48c,team_32e8419a7ecb,stadium_bc61d7b8cd3d,referee_322d4a7ac929,manager_d695a40b5f30,manager_ee90af2d2e21,home_win,0
1978,1978-06-18,Second round,Poland,Peru,poland,peru,1,0,"San Martin, Mendoza",Argentina,Pat Partridge,35288,Jacek Gmoch,Marcos Calderon,wc_1978,match_01dcef846966,team_6f08c5ddcdd0,team_32e8419a7ecb,stadium_bc61d7b8cd3d,referee_f9bf394e88e2,manager_14589b02c24c,manager_ee90af2d2e21,home_win,0
1978,1978-06-18,Second round,Argentina,Brazil,argentina,brazil,0,0,"Arroyito - Estadio Dr. Lisandro de la Torre, Rosario",Argentina,Karoly Palotai,37326,Cesar Luis Menotti,Claudio Coutinho,wc_1978,match_31b30511cfda,team_2a52adc7b1da,team_6e5fa4d9c48c,stadium_9126bae1f243,referee_bab396f8ee12,manager_972e41df4422,manager_d695a40b5f30,draw,1
1978,1978-06-18,Second round,West Germany,Netherlands,west germany,netherlands,2,2,"Estadio Olï¿½mpico Chateau Carreras, Cordoba",Argentina,Ramon Barreto Ruiz,40750,Helmut Schoen,Ernst Happel,wc_1978,match_9e456de6e9a1,team_79efb284d3e2,team_6123486432d2,stadium_508ae9a32d99,referee_6bf2a42144f0,manager_390169e8746a,manager_75988e163531,draw,1
1978,1978-06-18,Second round,Italy,Austria,italy,austria,1,0,"El Monumental - Estadio Monumental Antonio Vespuci, Buenos Aires",Argentina,Francis Rion,66695,Enzo Bearzot,Helmut Senekowitsch,wc_1978,match_bcc438901884,team_bab4ac375ada,team_6cd0c266688a,stadium_dce12cd4c592,referee_7b5b1ff2d436,manager_0fdc84736782,manager_d8780bc4507c,home_win,0
1978,1978-06-21,Second round,Brazil,Poland,brazil,poland,3,1,"San Martin, Mendoza",Argentina,Juan Silvagno Cavanna,39586,Claudio Coutinho,Jacek Gmoch,wc_1978,match_40d7b5f159a4,team_6e5fa4d9c48c,team_6f08c5ddcdd0,stadium_bc61d7b8cd3d,referee_de87ea495469,manager_d695a40b5f30,manager_14589b02c24c,home_win,0
1978,1978-06-21,Second round,Argentina,Peru,argentina,peru,6,0,"Arroyito - Estadio Dr. Lisandro de la Torre, Rosario",Argentina,Robert Wurtz,37315,Cesar Luis Menotti,Marcos Calderon,wc_1978,match_433a20014e5d,team_2a52adc7b1da,team_32e8419a7ecb,stadium_9126bae1f243,referee_8c82d8d7207e,manager_972e41df4422,manager_ee90af2d2e21,home_win,0
1978,1978-06-21,Second round,Austria,West Germany,austria,west germany,3,2,"Estadio Olï¿½mpico Chateau Carreras, Cordoba",Argentina,Abraham Klein,38318,Helmut Senekowitsch,Helmut Schoen,wc_1978,match_587bd932ca03,team_6cd0c266688a,team_79efb284d3e2,stadium_508ae9a32d99,referee_4bd5a6af24f3,manager_d8780bc4507c,manager_390169e8746a,home_win,0
1978,1978-06-21,Second round,Netherlands,Italy,netherlands,italy,2,1,"El Monumental - Estadio Monumental Antonio Vespuci, Buenos Aires",Argentina,Angel Martinez,67433,Ernst Happel,Enzo Bearzot,wc_1978,match_f53eddd5f98c,team_6123486432d2,team_bab4ac375ada,stadium_dce12cd4c592,referee_e31058206974,manager_75988e163531,manager_0fdc84736782,home_win,0
1978,1978-06-24,Third-place match,Brazil,Italy,brazil,italy,2,1,"El Monumental - Estadio Monumental Antonio Vespuci, Buenos Aires",Argentina,Abraham Klein,69659,Claudio Coutinho,Enzo Bearzot,wc_1978,match_e74af6ed3197,team_6e5fa4d9c48c,team_bab4ac375ada,stadium_dce12cd4c592,referee_4bd5a6af24f3,manager_d695a40b5f30,manager_0fdc84736782,home_win,0
1978,1978-06-25,Final,Argentina,Netherlands,argentina,netherlands,3,1,"El Monumental - Estadio Monumental Antonio Vespuci, Buenos Aires",Argentina,Sergio Gonella,71483,Cesar Luis Menotti,Ernst Happel,wc_1978,match_e6baf1508118,team_2a52adc7b1da,team_6123486432d2,stadium_dce12cd4c592,referee_2079c6868548,manager_972e41df4422,manager_75988e163531,home_win,0
1982,1982-06-13,First group stage,Argentina,Belgium,argentina,belgium,0,1,"Camp Nou, Barcelona",Spain,Vojtech Christov,95000,Cesar Luis Menotti,Guy Thys,wc_1982,match_0e5d68425141,team_2a52adc7b1da,team_73fa01094ea6,stadium_678cd9cede47,referee_d109267056a7,manager_972e41df4422,manager_345f0548b468,away_win,2
1982,1982-06-14,First group stage,Italy,Poland,italy,poland,0,0,"Estadio Municipal de Balaï¿½dos, Vigo",Spain,Michel Vautrot,33000,Enzo Bearzot,Antoni Piechniczek,wc_1982,match_47395b721ae9,team_bab4ac375ada,team_6f08c5ddcdd0,stadium_61a467bea54d,referee_1cb321edd71d,manager_0fdc84736782,manager_ec0947743c90,draw,1
1982,1982-06-14,First group stage,Brazil,Soviet Union,brazil,soviet union,2,1,"Ramon Sanchez Pizjuan, Seville",Spain,Augusto Lamo Castillo,68000,Tele Santana,Konstantin Beskov,wc_1982,match_8fc828ff510c,team_6e5fa4d9c48c,team_e762c470514b,stadium_f5701e1eced8,referee_1df8b1130e5d,manager_69f2a189ee9e,manager_97d406014102,home_win,0
1982,1982-06-15,First group stage,Scotland,New Zealand,scotland,new zealand,5,2,"La Rosaleda, Malaga",Spain,David Socha,36000,Jock Stein,John Adshead,wc_1982,match_6ec7daabd29e,team_b0ce0b49f97d,team_ea14e587f5a8,stadium_6eabee009cab,referee_52d0eecd0d3e,manager_d6a31102124a,manager_ad238e7a965c,home_win,0
1982,1982-06-15,First group stage,Hungary,El Salvador,hungary,el salvador,10,1,"Nuevo Estadio, Elche",Spain,Ebrahim Al Doy,23000,Kalman Meszoly,Mauricio Rodriguez,wc_1982,match_851d174d3e07,team_3b4bbcb74728,team_eedf141a7e7b,stadium_f59e17f72e70,referee_e8ae806c96c4,manager_63884cee9820,manager_fb04627d4bdd,home_win,0
1982,1982-06-15,First group stage,Peru,Cameroon,peru,cameroon,0,0,"Riazor, La Coruï¿½A",Spain,Franz Woehrer,11000,Tim,Jean Vincent,wc_1982,match_be6515edcb1f,team_32e8419a7ecb,team_9621cbb93d1b,stadium_53f98364e9b1,referee_d1f844cf175c,manager_b15d47e99831,manager_eb1b1222ec29,draw,1
1982,1982-06-16,First group stage,West Germany,Algeria,west germany,algeria,1,2,"El Molinon, Gijon",Spain,Enrique Labo Revoredo,42000,Jupp Derwall,Rachid Mekhloufi,wc_1982,match_2e651117e89c,team_79efb284d3e2,team_49f4fdc64da0,stadium_e7981207f88b,referee_98e9bcb717c4,manager_ff61d4c139b2,manager_5b7a038d9fe1,away_win,2
1982,1982-06-16,First group stage,Spain,Honduras,spain,honduras,1,1,"Luis Casanova, Valencia",Spain,Arturo Andres Ithurralde,49562,Jose Santamaria,Jose De La Paz,wc_1982,match_9d4cb92451ab,team_1747d4b2dd4b,team_1e28fe23fb14,stadium_31212ed3fcca,referee_e1f32ed43d84,manager_a968066ed8e1,manager_d3a0182d467f,draw,1
1982,1982-06-16,First group stage,England,France,england,france,3,1,"San Mames, Bilbao",Spain,Antonio Garrido,44172,Ron Greenwood,Michel Hidalgo,wc_1982,match_fb348673ecb0,team_f48861ca24e2,team_e165d4f2174b,stadium_406d129ef57c,referee_75dcaa404bc8,manager_6898b14b7f1e,manager_f9f3d596abb9,home_win,0
1982,1982-06-17,First group stage,Chile,Austria,chile,austria,0,1,"Carlos Tartiere, Oviedo",Spain,Juan Cardellino De San Vicente,22500,Luis Alberto Santibanez,Georg Schmidt,wc_1982,match_063a37539ec2,team_fd317045cbdc,team_6cd0c266688a,stadium_6d640c2be7f6,referee_587c539d3aa5,manager_c9dd70e5a8cf,manager_e4216a9c1f44,away_win,2
1982,1982-06-17,First group stage,Czechoslovakia,Kuwait,czechoslovakia,kuwait,1,1,"Jose Zorrilla, Valladolid",Spain,Benjamin Dwomoh,25000,Jozef Venglos,Carlos Alberto Parreira,wc_1982,match_d052669f61b4,team_43c05d43f993,team_b18fa0d42ad9,stadium_687f2ff343aa,referee_951bb037c647,manager_68b90607647e,manager_3fec751e6ad8,draw,1
1982,1982-06-17,First group stage,Yugoslavia,Northern Ireland,yugoslavia,northern ireland,0,0,"La Romareda, Zaragoza",Spain,Erik Fredriksson,25000,Miljan Miljanic,Billy Bingham,wc_1982,match_e562639a0e17,team_950ebd5e5210,team_35380523e7c0,stadium_4639af0098da,referee_9610e59cee15,manager_853d4f833c96,manager_954c66b6e878,draw,1
1982,1982-06-18,First group stage,Argentina,Hungary,argentina,hungary,4,1,"Jose Rico Perez, Alicante",Spain,Belaid Lacarne,32093,Cesar Luis Menotti,Kalman Meszoly,wc_1982,match_45507da6d88f,team_2a52adc7b1da,team_3b4bbcb74728,stadium_a5a23fc1757a,referee_81e0c482899a,manager_972e41df4422,manager_63884cee9820,home_win,0
1982,1982-06-18,First group stage,Brazil,Scotland,brazil,scotland,4,1,"Benito Villamarin, Seville",Spain,Jesus Paulino Siles,47379,Tele Santana,Jock Stein,wc_1982,match_5e49a4fc0c78,team_6e5fa4d9c48c,team_b0ce0b49f97d,stadium_2fe3988fc6df,referee_7aa6648c9119,manager_69f2a189ee9e,manager_d6a31102124a,home_win,0
1982,1982-06-18,First group stage,Italy,Peru,italy,peru,1,1,"Estadio Municipal de Balaï¿½dos, Vigo",Spain,Walter Eschweiler,25000,Enzo Bearzot,Tim,wc_1982,match_6afb537d6843,team_bab4ac375ada,team_32e8419a7ecb,stadium_61a467bea54d,referee_3460bdad9c77,manager_0fdc84736782,manager_b15d47e99831,draw,1
1982,1982-06-19,First group stage,Soviet Union,New Zealand,soviet union,new zealand,3,0,"La Rosaleda, Malaga",Spain,Yusef Mohamed El Ghoul,19000,Konstantin Beskov,John Adshead,wc_1982,match_36a1310378fc,team_e762c470514b,team_ea14e587f5a8,stadium_6eabee009cab,referee_7f087fc7e641,manager_97d406014102,manager_ad238e7a965c,home_win,0
