team_id,team_name,team_norm,tournament_id,tournament_year,fifa_rank_pre_tournament,fifa_points_pre_tournament,fifa_previous_points_pre_tournament,fifa_diff_points_pre_tournament,fifa_ranking_date,team_tournament_id
team_2a52adc7b1da,Argentina,argentina,wc_1994,1994,9.0,57.0,55.0,2.0,1994-06-30,team_tournament_b8054e8f9529
team_40bdb0601848,Greece,greece,wc_1994,1994,33.0,40.0,41.0,-1.0,1994-06-30,team_tournament_83fc65a7be27
team_f174114ad69e,Nigeria,nigeria,wc_1994,1994,10.0,56.0,54.0,2.0,1994-06-30,team_tournament_93184b447084
team_db5f14430304,Bulgaria,bulgaria,wc_1994,1994,14.0,53.0,44.0,9.0,1994-06-30,team_tournament_4992c00624d2
team_6e5fa4d9c48c,Brazil,brazil,wc_1998,1998,1.0,74.0,72.0,2.0,1998-06-30,team_tournament_c5e36585da1c
team_b0ce0b49f97d,Scotland,scotland,wc_1998,1998,36.0,49.0,48.0,1.0,1998-06-30,team_tournament_9473467bc7f4
team_217b6e5f0a09,Morocco,morocco,wc_1998,1998,15.0,59.0,57.0,2.0,1998-06-30,team_tournament_1841b6eaeab0
team_e6e6854f6b71,Norway,norway,wc_1998,1998,11.0,62.0,60.0,2.0,1998-06-30,team_tournament_cba660113964
team_9621cbb93d1b,Cameroon,cameroon,wc_1998,1998,37.0,48.0,45.0,3.0,1998-06-30,team_tournament_575b7c78c9b6
team_6cd0c266688a,Austria,austria,wc_1998,1998,21.0,55.0,52.0,3.0,1998-06-30,team_tournament_76eae29eb8d5
team_bab4ac375ada,Italy,italy,wc_1998,1998,7.0,64.0,57.0,7.0,1998-06-30,team_tournament_e533c0583319
team_fd317045cbdc,Chile,chile,wc_1998,1998,15.0,59.0,59.0,0.0,1998-06-30,team_tournament_17aec0603dc8
team_5318efec44d1,Saudi Arabia,saudi arabia,wc_1998,1998,32.0,51.0,51.0,0.0,1998-06-30,team_tournament_f5adc87d86b8
team_e9375700acbb,Denmark,denmark,wc_1998,1998,17.0,58.0,53.0,5.0,1998-06-30,team_tournament_e50698c540cf
team_3bafbfd8bf5e,Paraguay,paraguay,wc_1998,1998,26.0,54.0,52.0,2.0,1998-06-30,team_tournament_c99e0c4651c5
team_db5f14430304,Bulgaria,bulgaria,wc_1998,1998,34.0,50.0,50.0,0.0,1998-06-30,team_tournament_621e4468108e
team_e165d4f2174b,France,france,wc_1998,1998,2.0,70.0,56.0,14.0,1998-06-30,team_tournament_60711228d945
team_c814068bbc92,South Africa,south africa,wc_1998,1998,27.0,53.0,55.0,-2.0,1998-06-30,team_tournament_229ef415114f
team_1747d4b2dd4b,Spain,spain,wc_1998,1998,13.0,60.0,56.0,4.0,1998-06-30,team_tournament_e7bc81a1f490
team_f174114ad69e,Nigeria,nigeria,wc_1998,1998,64.0,40.0,37.0,3.0,1998-06-30,team_tournament_5b7c7259b8de
team_6123486432d2,Netherlands,netherlands,wc_1998,1998,7.0,64.0,54.0,10.0,1998-06-30,team_tournament_049cc9a7ee40
team_73fa01094ea6,Belgium,belgium,wc_1998,1998,31.0,52.0,50.0,2.0,1998-06-30,team_tournament_6324d65bcaff
team_3c6cfbc2415a,Korea Republic,south korea,wc_1998,1998,21.0,55.0,55.0,0.0,1998-06-30,team_tournament_0f78ee1bb1e0
team_4edfc924721a,Mexico,mexico,wc_1998,1998,11.0,62.0,61.0,1.0,1998-06-30,team_tournament_9cbb57aa254a
team_2a52adc7b1da,Argentina,argentina,wc_1998,1998,5.0,65.0,60.0,5.0,1998-06-30,team_tournament_11f4c261264e
team_578ed5a4eecf,Japan,japan,wc_1998,1998,21.0,55.0,58.0,-3.0,1998-06-30,team_tournament_7b299536af4f
team_770105b98be2,Jamaica,jamaica,wc_1998,1998,27.0,53.0,52.0,1.0,1998-06-30,team_tournament_b18c5e798ca8
team_267640588a39,Croatia,croatia,wc_1998,1998,4.0,67.0,56.0,11.0,1998-06-30,team_tournament_f8ed3f4184f6
team_735f8bffbc8b,FR Yugoslavia,fr yugoslavia,wc_1998,1998,,,,,,team_tournament_b107a9dafeec
team_6f0a7d56c2cd,IR Iran,iran,wc_1998,1998,37.0,48.0,48.0,0.0,1998-06-30,team_tournament_83663f279ef7
team_f48861ca24e2,England,england,wc_1998,1998,10.0,63.0,60.0,3.0,1998-06-30,team_tournament_7d08c687df98
team_6b07fd4ea837,Tunisia,tunisia,wc_1998,1998,21.0,55.0,55.0,0.0,1998-06-30,team_tournament_e468d8688f00
team_28ef36b35ae8,Germany,germany,wc_1998,1998,3.0,69.0,65.0,4.0,1998-06-30,team_tournament_e8f01b84dc84
team_152649df347e,United States,united states,wc_1998,1998,19.0,57.0,58.0,-1.0,1998-06-30,team_tournament_e8e6b0968460
team_89055f975d7d,Romania,romania,wc_1998,1998,13.0,60.0,55.0,5.0,1998-06-30,team_tournament_6263d70a7171
team_25446782e2cc,Colombia,colombia,wc_1998,1998,17.0,58.0,58.0,0.0,1998-06-30,team_tournament_77a13987c81b
team_e165d4f2174b,France,france,wc_2002,2002,2.0,784.0,802.0,-18.0,2002-06-30,team_tournament_7607f8f12cf5
team_531ba498ac86,Senegal,senegal,wc_2002,2002,31.0,637.0,599.0,38.0,2002-06-30,team_tournament_44607564f727
team_a66f852274a4,Republic of Ireland,ireland,wc_2002,2002,14.0,699.0,674.0,25.0,2002-06-30,team_tournament_2406e96095b2
team_9621cbb93d1b,Cameroon,cameroon,wc_2002,2002,17.0,680.0,672.0,8.0,2002-06-30,team_tournament_3d4fe9362a81
team_28ef36b35ae8,Germany,germany,wc_2002,2002,5.0,765.0,695.0,70.0,2002-06-30,team_tournament_9d614623273b
team_5318efec44d1,Saudi Arabia,saudi arabia,wc_2002,2002,38.0,623.0,627.0,-4.0,2002-06-30,team_tournament_a78fa1eaac26
team_9142ac5b229c,Uruguay,uruguay,wc_2002,2002,23.0,662.0,652.0,10.0,2002-06-30,team_tournament_3722c7eed5a7
team_e9375700acbb,Denmark,denmark,wc_2002,2002,13.0,704.0,657.0,47.0,2002-06-30,team_tournament_0aebbcd0df60
team_3bafbfd8bf5e,Paraguay,paraguay,wc_2002,2002,18.0,679.0,671.0,8.0,2002-06-30,team_tournament_ca9c97fe6e3d
team_c814068bbc92,South Africa,south africa,wc_2002,2002,33.0,634.0,623.0,11.0,2002-06-30,team_tournament_7476eea3c09c
team_2a52adc7b1da,Argentina,argentina,wc_2002,2002,2.0,784.0,784.0,0.0,2002-06-30,team_tournament_44aa4b2556e5
team_f174114ad69e,Nigeria,nigeria,wc_2002,2002,29.0,642.0,644.0,-2.0,2002-06-30,team_tournament_d3514dc22524
team_f48861ca24e2,England,england,wc_2002,2002,8.0,728.0,694.0,34.0,2002-06-30,team_tournament_5433f04de4f3
team_88e52ee42fd0,Sweden,sweden,wc_2002,2002,20.0,674.0,665.0,9.0,2002-06-30,team_tournament_b04f4d42a29a
team_1747d4b2dd4b,Spain,spain,wc_2002,2002,4.0,774.0,713.0,61.0,2002-06-30,team_tournament_2abf7d5ece5e
team_7f65809a80ea,Slovenia,slovenia,wc_2002,2002,35.0,632.0,649.0,-17.0,2002-06-30,team_tournament_301fcfca7e44
team_6e5fa4d9c48c,Brazil,brazil,wc_2002,2002,1.0,852.0,784.0,68.0,2002-06-30,team_tournament_2d155fdaf058
team_bb3db6b18c5c,Türkiye,türkiye,wc_2002,2002,,,,,,team_tournament_c3c2baf14d3c
team_267640588a39,Croatia,croatia,wc_2002,2002,27.0,653.0,655.0,-2.0,2002-06-30,team_tournament_d7547c025e23
team_4edfc924721a,Mexico,mexico,wc_2002,2002,6.0,739.0,716.0,23.0,2002-06-30,team_tournament_73a7abf50a5a
team_bab4ac375ada,Italy,italy,wc_2002,2002,10.0,720.0,717.0,3.0,2002-06-30,team_tournament_2989a85c8d24
team_2b4a1835a0aa,Ecuador,ecuador,wc_2002,2002,31.0,637.0,624.0,13.0,2002-06-30,team_tournament_6054ee9e7455
team_3c6cfbc2415a,Korea Republic,south korea,wc_2002,2002,22.0,664.0,603.0,61.0,2002-06-30,team_tournament_38d423f424d1
team_6f08c5ddcdd0,Poland,poland,wc_2002,2002,39.0,621.0,615.0,6.0,2002-06-30,team_tournament_814b65830eff
team_578ed5a4eecf,Japan,japan,wc_2002,2002,24.0,658.0,634.0,24.0,2002-06-30,team_tournament_3026343bfda2
team_73fa01094ea6,Belgium,belgium,wc_2002,2002,19.0,678.0,653.0,25.0,2002-06-30,team_tournament_d277c0636e95
team_8a7d7ba288ca,China PR,china,wc_2002,2002,51.0,549.0,566.0,-17.0,2002-06-30,team_tournament_abad67ec48a0
team_53bcde0ca059,Costa Rica,costa rica,wc_2002,2002,26.0,656.0,643.0,13.0,2002-06-30,team_tournament_ccd4ee122b34
team_1c625cc86f82,Russia,russia,wc_2002,2002,28.0,644.0,644.0,0.0,2002-06-30,team_tournament_e81acc9dd363
team_6b07fd4ea837,Tunisia,tunisia,wc_2002,2002,36.0,626.0,635.0,-9.0,2002-06-30,team_tournament_88cc25cfec59
team_152649df347e,United States,united states,wc_2002,2002,11.0,712.0,690.0,22.0,2002-06-30,team_tournament_ccba9b9310b4
team_ae0eea6eb6d6,Portugal,portugal,wc_2002,2002,7.0,731.0,726.0,5.0,2002-06-30,team_tournament_196619c0b3a4
team_6f08c5ddcdd0,Poland,poland,wc_2006,2006,30.0,809.0,677.0,132.0,2006-06-30,team_tournament_c8c19e698635
team_2b4a1835a0aa,Ecuador,ecuador,wc_2006,2006,28.0,821.0,631.0,190.0,2006-06-30,team_tournament_1b34132cf8a2
team_28ef36b35ae8,Germany,germany,wc_2006,2006,9.0,1229.0,696.0,533.0,2006-06-30,team_tournament_eb3fd6825072
team_53bcde0ca059,Costa Rica,costa rica,wc_2006,2006,46.0,636.0,683.0,-47.0,2006-06-30,team_tournament_73eafd503825
team_86fb06da27ba,Trinidad and Tobago,trinidad and tobago,wc_2006,2006,65.0,487.0,604.0,-117.0,2006-06-30,team_tournament_8db9bc0460e2
team_88e52ee42fd0,Sweden,sweden,wc_2006,2006,22.0,886.0,709.0,177.0,2006-06-30,team_tournament_5bfa087df278
team_f48861ca24e2,England,england,wc_2006,2006,5.0,1434.0,741.0,693.0,2006-06-30,team_tournament_bb613cffc1c7
team_3bafbfd8bf5e,Paraguay,paraguay,wc_2006,2006,19.0,915.0,653.0,262.0,2006-06-30,team_tournament_de8010cf2695
team_2a52adc7b1da,Argentina,argentina,wc_2006,2006,3.0,1472.0,746.0,726.0,2006-06-30,team_tournament_b78230308e0b
team_55dba37b84c9,Côte d'Ivoire,côte divoire,wc_2006,2006,20.0,909.0,669.0,240.0,2006-06-30,team_tournament_ce89102b5725
team_a7ac62476990,Serbia and Montenegro,serbia and montenegro,wc_2006,2006,36.0,724.0,610.0,114.0,2006-06-30,team_tournament_8ac7c7b556d3
team_6123486432d2,Netherlands,netherlands,wc_2006,2006,6.0,1322.0,768.0,554.0,2006-06-30,team_tournament_b00079dc6cad
team_e5e0bd43b7f1,Angola,angola,wc_2006,2006,56.0,564.0,581.0,-17.0,2006-06-30,team_tournament_2203f76a4ec6
team_ae0eea6eb6d6,Portugal,portugal,wc_2006,2006,8.0,1301.0,750.0,551.0,2006-06-30,team_tournament_526f2afadd05
team_4edfc924721a,Mexico,mexico,wc_2006,2006,18.0,924.0,758.0,166.0,2006-06-30,team_tournament_21889d9bd797
team_6f0a7d56c2cd,IR Iran,iran,wc_2006,2006,48.0,624.0,686.0,-62.0,2006-06-30,team_tournament_a5e446367061
team_152649df347e,United States,united states,wc_2006,2006,16.0,933.0,756.0,177.0,2006-06-30,team_tournament_99cf509c9ff3
team_98793b57b620,Czech Republic,czechia,wc_2006,2006,10.0,1223.0,772.0,451.0,2006-06-30,team_tournament_8536bcfe5ec1
team_fb2a54d63748,Australia,australia,wc_2006,2006,33.0,738.0,612.0,126.0,2006-06-30,team_tournament_e84060e7f05a
team_578ed5a4eecf,Japan,japan,wc_2006,2006,50.0,615.0,705.0,-90.0,2006-06-30,team_tournament_43650c9f13bf
team_bab4ac375ada,Italy,italy,wc_2006,2006,2.0,1550.0,728.0,822.0,2006-06-30,team_tournament_c5ee9bd77bb1
team_0e6049dbb2ce,Ghana,ghana,wc_2006,2006,25.0,839.0,600.0,239.0,2006-06-30,team_tournament_ee8cbfd704bb
team_e165d4f2174b,France,france,wc_2006,2006,4.0,1462.0,749.0,713.0,2006-06-30,team_tournament_48d56d148151
team_0d9c575f4f02,Switzerland,switzerland,wc_2006,2006,13.0,1028.0,648.0,380.0,2006-06-30,team_tournament_dc104a972a8a
team_3c6cfbc2415a,Korea Republic,south korea,wc_2006,2006,57.0,557.0,677.0,-120.0,2006-06-30,team_tournament_22dcd3e75871
team_da6f471bab16,Togo,togo,wc_2006,2006,49.0,622.0,569.0,53.0,2006-06-30,team_tournament_becead569768
team_6e5fa4d9c48c,Brazil,brazil,wc_2006,2006,1.0,1630.0,827.0,803.0,2006-06-30,team_tournament_cbea3b34d12b
team_267640588a39,Croatia,croatia,wc_2006,2006,23.0,854.0,686.0,168.0,2006-06-30,team_tournament_06739ec0af8d
team_6b07fd4ea837,Tunisia,tunisia,wc_2006,2006,31.0,805.0,693.0,112.0,2006-06-30,team_tournament_c7f73d58f15f
team_5318efec44d1,Saudi Arabia,saudi arabia,wc_2006,2006,82.0,399.0,651.0,-252.0,2006-06-30,team_tournament_17c38e01b06b
team_1747d4b2dd4b,Spain,spain,wc_2006,2006,7.0,1309.0,756.0,553.0,2006-06-30,team_tournament_ec014df7086b
team_4b0f1559226d,Ukraine,ukraine,wc_2006,2006,15.0,961.0,609.0,352.0,2006-06-30,team_tournament_69d8e25851ea
team_9142ac5b229c,Uruguay,uruguay,wc_2010,2010,6.0,1152.0,899.0,253.0,2010-06-30,team_tournament_7c5e457d0622
team_e165d4f2174b,France,france,wc_2010,2010,21.0,890.0,1044.0,-154.0,2010-06-30,team_tournament_f3d2c582bcec
team_c814068bbc92,South Africa,south africa,wc_2010,2010,66.0,504.0,392.0,112.0,2010-06-30,team_tournament_25c008e55757
team_4edfc924721a,Mexico,mexico,wc_2010,2010,24.0,872.0,895.0,-23.0,2010-06-30,team_tournament_843ccc842c07
team_2a52adc7b1da,Argentina,argentina,wc_2010,2010,5.0,1289.0,1076.0,213.0,2010-06-30,team_tournament_19e06e748389
team_f174114ad69e,Nigeria,nigeria,wc_2010,2010,30.0,773.0,883.0,-110.0,2010-06-30,team_tournament_519a6383db28
team_f48861ca24e2,England,england,wc_2010,2010,7.0,1125.0,1068.0,57.0,2010-06-30,team_tournament_51666cfca776
team_152649df347e,United States,united states,wc_2010,2010,13.0,969.0,957.0,12.0,2010-06-30,team_tournament_b3bce80251d8
team_3c6cfbc2415a,Korea Republic,south korea,wc_2010,2010,44.0,660.0,632.0,28.0,2010-06-30,team_tournament_5f3020ac6b30
team_40bdb0601848,Greece,greece,wc_2010,2010,12.0,975.0,964.0,11.0,2010-06-30,team_tournament_db25042e7505
team_49f4fdc64da0,Algeria,algeria,wc_2010,2010,33.0,759.0,821.0,-62.0,2010-06-30,team_tournament_d4ccaed12599
team_7f65809a80ea,Slovenia,slovenia,wc_2010,2010,19.0,917.0,860.0,57.0,2010-06-30,team_tournament_49d1ed99c8bf
team_a3867434e7dc,Serbia,serbia,wc_2010,2010,13.0,969.0,947.0,22.0,2010-06-30,team_tournament_4b56e0a16f8d
team_0e6049dbb2ce,Ghana,ghana,wc_2010,2010,23.0,874.0,800.0,74.0,2010-06-30,team_tournament_49e06caf5aa9
team_28ef36b35ae8,Germany,germany,wc_2010,2010,4.0,1464.0,1082.0,382.0,2010-06-30,team_tournament_622d2f121cb5
team_fb2a54d63748,Australia,australia,wc_2010,2010,20.0,911.0,886.0,25.0,2010-06-30,team_tournament_55d149f4c535
team_578ed5a4eecf,Japan,japan,wc_2010,2010,32.0,768.0,682.0,86.0,2010-06-30,team_tournament_874bc4d1a12a
team_9621cbb93d1b,Cameroon,cameroon,wc_2010,2010,40.0,710.0,887.0,-177.0,2010-06-30,team_tournament_6b4272c0e3d9
team_bab4ac375ada,Italy,italy,wc_2010,2010,11.0,982.0,1184.0,-202.0,2010-06-30,team_tournament_cdf47b9b193f
team_3bafbfd8bf5e,Paraguay,paraguay,wc_2010,2010,16.0,961.0,820.0,141.0,2010-06-30,team_tournament_1d1f1a63fe93
team_6123486432d2,Netherlands,netherlands,wc_2010,2010,2.0,1659.0,1231.0,428.0,2010-06-30,team_tournament_34c07edc117f
team_e9375700acbb,Denmark,denmark,wc_2010,2010,29.0,785.0,767.0,18.0,2010-06-30,team_tournament_81273274f244
team_55dba37b84c9,Côte d'Ivoire,côte divoire,wc_2010,2010,26.0,843.0,856.0,-13.0,2010-06-30,team_tournament_8adb3e1935b5
team_ae0eea6eb6d6,Portugal,portugal,wc_2010,2010,8.0,1062.0,1249.0,-187.0,2010-06-30,team_tournament_574edfe3e9c7
team_6e5fa4d9c48c,Brazil,brazil,wc_2010,2010,3.0,1536.0,1611.0,-75.0,2010-06-30,team_tournament_d7a5063597c7
team_a9f3e4aa0834,Korea DPR,korea dpr,wc_2010,2010,103.0,284.0,285.0,-1.0,2010-06-30,team_tournament_373acbe00467
team_ea14e587f5a8,New Zealand,new zealand,wc_2010,2010,54.0,557.0,410.0,147.0,2010-06-30,team_tournament_5c020fc8ac0a
team_f64a398fc678,Slovakia,slovakia,wc_2010,2010,27.0,829.0,777.0,52.0,2010-06-30,team_tournament_e921d2268835
team_1747d4b2dd4b,Spain,spain,wc_2010,2010,1.0,1883.0,1565.0,318.0,2010-06-30,team_tournament_b64edd788853
team_0d9c575f4f02,Switzerland,switzerland,wc_2010,2010,18.0,940.0,866.0,74.0,2010-06-30,team_tournament_83ec85f2b091
team_1e28fe23fb14,Honduras,honduras,wc_2010,2010,46.0,644.0,734.0,-90.0,2010-06-30,team_tournament_12bcde805040
team_fd317045cbdc,Chile,chile,wc_2010,2010,10.0,988.0,888.0,100.0,2010-06-30,team_tournament_0a21d73eb86b
team_6e5fa4d9c48c,Brazil,brazil,wc_2014,2014,7.0,1241.0,1242.0,-1.0,2014-06-30,team_tournament_abfcab67c373
team_267640588a39,Croatia,croatia,wc_2014,2014,17.0,955.0,903.0,52.0,2014-06-30,team_tournament_a05b9259a293
team_4edfc924721a,Mexico,mexico,wc_2014,2014,18.0,930.0,882.0,48.0,2014-06-30,team_tournament_100c3035127d
team_9621cbb93d1b,Cameroon,cameroon,wc_2014,2014,53.0,520.0,558.0,-38.0,2014-06-30,team_tournament_221d26cf9d90
team_fd317045cbdc,Chile,chile,wc_2014,2014,12.0,1098.0,1026.0,72.0,2014-06-30,team_tournament_a27df4a0426e
team_fb2a54d63748,Australia,australia,wc_2014,2014,76.0,397.0,526.0,-129.0,2014-06-30,team_tournament_c2bfa3ef532f
team_1747d4b2dd4b,Spain,spain,wc_2014,2014,8.0,1229.0,1485.0,-256.0,2014-06-30,team_tournament_6c5652b15659
team_6123486432d2,Netherlands,netherlands,wc_2014,2014,3.0,1496.0,981.0,515.0,2014-06-30,team_tournament_9eb7fc0ec6a1
team_f48861ca24e2,England,england,wc_2014,2014,20.0,911.0,1090.0,-179.0,2014-06-30,team_tournament_526d9e490466
team_bab4ac375ada,Italy,italy,wc_2014,2014,14.0,1056.0,1104.0,-48.0,2014-06-30,team_tournament_94d379b6fda6
team_25446782e2cc,Colombia,colombia,wc_2014,2014,4.0,1492.0,1137.0,355.0,2014-06-30,team_tournament_4158abf5a7df
team_40bdb0601848,Greece,greece,wc_2014,2014,13.0,1091.0,1064.0,27.0,2014-06-30,team_tournament_d41e6811747c
team_9142ac5b229c,Uruguay,uruguay,wc_2014,2014,6.0,1330.0,1147.0,183.0,2014-06-30,team_tournament_c1f0c046408f
team_53bcde0ca059,Costa Rica,costa rica,wc_2014,2014,16.0,986.0,762.0,224.0,2014-06-30,team_tournament_e0aa9722a0d8
team_55dba37b84c9,Côte d'Ivoire,côte divoire,wc_2014,2014,25.0,850.0,809.0,41.0,2014-06-30,team_tournament_ff37f09746bd
team_578ed5a4eecf,Japan,japan,wc_2014,2014,45.0,604.0,626.0,-22.0,2014-06-30,team_tournament_64a5fb4432d1
team_2a52adc7b1da,Argentina,argentina,wc_2014,2014,2.0,1606.0,1175.0,431.0,2014-06-30,team_tournament_0a9386c8f330
team_196fafef3e56,Bosnia and Herzegovina,bosnia and herzegovina,wc_2014,2014,19.0,917.0,873.0,44.0,2014-06-30,team_tournament_e6a8dd29eb34
team_0d9c575f4f02,Switzerland,switzerland,wc_2014,2014,9.0,1216.0,1149.0,67.0,2014-06-30,team_tournament_04e4538b29fa
team_2b4a1835a0aa,Ecuador,ecuador,wc_2014,2014,21.0,901.0,791.0,110.0,2014-06-30,team_tournament_7e19ec7a3b91
team_e165d4f2174b,France,france,wc_2014,2014,10.0,1202.0,913.0,289.0,2014-06-30,team_tournament_9a34dd93eb8c
team_1e28fe23fb14,Honduras,honduras,wc_2014,2014,40.0,637.0,731.0,-94.0,2014-06-30,team_tournament_e19a476b13c4
team_6f0a7d56c2cd,IR Iran,iran,wc_2014,2014,49.0,563.0,641.0,-78.0,2014-06-30,team_tournament_3ab0b6f9d5b4
team_f174114ad69e,Nigeria,nigeria,wc_2014,2014,34.0,664.0,640.0,24.0,2014-06-30,team_tournament_395971246c21
team_0e6049dbb2ce,Ghana,ghana,wc_2014,2014,38.0,642.0,704.0,-62.0,2014-06-30,team_tournament_181b8ea0fc59
team_152649df347e,United States,united states,wc_2014,2014,15.0,989.0,1035.0,-46.0,2014-06-30,team_tournament_f322cdfce1b8
team_28ef36b35ae8,Germany,germany,wc_2014,2014,1.0,1724.0,1300.0,424.0,2014-06-30,team_tournament_2dbb33131053
team_ae0eea6eb6d6,Portugal,portugal,wc_2014,2014,11.0,1148.0,1189.0,-41.0,2014-06-30,team_tournament_582432a1aecf
team_73fa01094ea6,Belgium,belgium,wc_2014,2014,5.0,1401.0,1074.0,327.0,2014-06-30,team_tournament_17b7923c4bab
team_49f4fdc64da0,Algeria,algeria,wc_2014,2014,24.0,872.0,858.0,14.0,2014-06-30,team_tournament_fe12301a847f
team_1c625cc86f82,Russia,russia,wc_2014,2014,23.0,897.0,893.0,4.0,2014-06-30,team_tournament_4137346e4949
team_3c6cfbc2415a,Korea Republic,south korea,wc_2014,2014,56.0,501.0,547.0,-46.0,2014-06-30,team_tournament_7434a589c60d
team_1c625cc86f82,Russia,russia,wc_2018,2018,49.0,1758.0,1707.0,51.0,2018-06-30,team_tournament_fdfac9efdf61
team_5318efec44d1,Saudi Arabia,saudi arabia,wc_2018,2018,67.0,1639.0,1673.0,-34.0,2018-06-30,team_tournament_4d7ff3b9460d
team_ae0eea6eb6d6,Portugal,portugal,wc_2018,2018,3.0,2163.0,2155.0,8.0,2018-06-30,team_tournament_c3bcc8980d6f
team_1747d4b2dd4b,Spain,spain,wc_2018,2018,6.0,2104.0,2082.0,22.0,2018-06-30,team_tournament_8d564d85c1d7
team_217b6e5f0a09,Morocco,morocco,wc_2018,2018,43.0,1801.0,1830.0,-29.0,2018-06-30,team_tournament_ea7adc9ccbae
team_6f0a7d56c2cd,IR Iran,iran,wc_2018,2018,28.0,1896.0,1890.0,6.0,2018-06-30,team_tournament_0296a1538fe5
team_4635c9536a61,Egypt,egypt,wc_2018,2018,53.0,1748.0,1792.0,-44.0,2018-06-30,team_tournament_ae4a44858a26
team_9142ac5b229c,Uruguay,uruguay,wc_2018,2018,14.0,2017.0,1991.0,26.0,2018-06-30,team_tournament_e6f9c09286f2
team_2a52adc7b1da,Argentina,argentina,wc_2018,2018,9.0,2080.0,2117.0,-37.0,2018-06-30,team_tournament_337199ebfc55
team_83166cdeb7a2,Iceland,iceland,wc_2018,2018,22.0,1938.0,1968.0,-30.0,2018-06-30,team_tournament_185671d1d5b3
team_e165d4f2174b,France,france,wc_2018,2018,2.0,2164.0,2134.0,30.0,2018-06-30,team_tournament_2c100f2dbbbc
team_fb2a54d63748,Australia,australia,wc_2018,2018,32.0,1866.0,1870.0,-4.0,2018-06-30,team_tournament_e6bbcd3c0e91
team_32e8419a7ecb,Peru,peru,wc_2018,2018,19.0,1975.0,2019.0,-44.0,2018-06-30,team_tournament_3515b200c208
team_e9375700acbb,Denmark,denmark,wc_2018,2018,15.0,2014.0,1992.0,22.0,2018-06-30,team_tournament_9ea093a74989
team_267640588a39,Croatia,croatia,wc_2018,2018,12.0,2036.0,1990.0,46.0,2018-06-30,team_tournament_baed7f3c9c5d
team_f174114ad69e,Nigeria,nigeria,wc_2018,2018,47.0,1765.0,1745.0,20.0,2018-06-30,team_tournament_709c9de85b33
team_53bcde0ca059,Costa Rica,costa rica,wc_2018,2018,37.0,1839.0,1880.0,-41.0,2018-06-30,team_tournament_e3cb5c003069
team_a3867434e7dc,Serbia,serbia,wc_2018,2018,30.0,1875.0,1866.0,9.0,2018-06-30,team_tournament_9d626d30f7bc
team_6e5fa4d9c48c,Brazil,brazil,wc_2018,2018,4.0,2160.0,2151.0,9.0,2018-06-30,team_tournament_13dd64dfd899
team_0d9c575f4f02,Switzerland,switzerland,wc_2018,2018,8.0,2087.0,2065.0,22.0,2018-06-30,team_tournament_a005fcc06c84
team_28ef36b35ae8,Germany,germany,wc_2018,2018,1.0,2172.0,2187.0,-15.0,2018-06-30,team_tournament_980d1cba4517
team_4edfc924721a,Mexico,mexico,wc_2018,2018,10.0,2041.0,1996.0,45.0,2018-06-30,team_tournament_c7beac318086
team_6b07fd4ea837,Tunisia,tunisia,wc_2018,2018,38.0,1835.0,1865.0,-30.0,2018-06-30,team_tournament_e36510b1d5b7
team_f48861ca24e2,England,england,wc_2018,2018,7.0,2099.0,2074.0,25.0,2018-06-30,team_tournament_40b502560912
team_88e52ee42fd0,Sweden,sweden,wc_2018,2018,21.0,1955.0,1954.0,1.0,2018-06-30,team_tournament_13b13449c355
team_3c6cfbc2415a,Korea Republic,south korea,wc_2018,2018,51.0,1751.0,1783.0,-32.0,2018-06-30,team_tournament_239b1a7e234f
team_73fa01094ea6,Belgium,belgium,wc_2018,2018,5.0,2124.0,2098.0,26.0,2018-06-30,team_tournament_d0a1c6901d31
team_a0420c052acb,Panama,panama,wc_2018,2018,58.0,1723.0,1746.0,-23.0,2018-06-30,team_tournament_58fddac2aeca
team_25446782e2cc,Colombia,colombia,wc_2018,2018,17.0,1998.0,2005.0,-7.0,2018-06-30,team_tournament_e7ad2d11c74c
team_578ed5a4eecf,Japan,japan,wc_2018,2018,41.0,1816.0,1773.0,43.0,2018-06-30,team_tournament_4b7042c19bc0
team_6f08c5ddcdd0,Poland,poland,wc_2018,2018,13.0,2023.0,2085.0,-62.0,2018-06-30,team_tournament_a49d8bf00b0d
team_531ba498ac86,Senegal,senegal,wc_2018,2018,22.0,1938.0,1911.0,27.0,2018-06-30,team_tournament_66aa2ed948d1
team_7d8ca47bbe17,Qatar,qatar,wc_2022,2022,49.0,1441.41,1441.41,0.0,2022-06-30,team_tournament_4b79d1f1e6ec
team_2b4a1835a0aa,Ecuador,ecuador,wc_2022,2022,44.0,1463.74,1452.63,11.1099999999999,2022-06-30,team_tournament_2a7e7d1e4545
team_152649df347e,United States,united states,wc_2022,2022,14.0,1635.01,1633.72,1.28999999999996,2022-06-30,team_tournament_fa06765951d6
team_eea7530d166b,Wales,wales,wc_2022,2022,19.0,1582.13,1588.08,-5.94999999999982,2022-06-30,team_tournament_64125c74d927
team_531ba498ac86,Senegal,senegal,wc_2022,2022,18.0,1593.45,1584.16,9.28999999999996,2022-06-30,team_tournament_f50ed0a84f59
team_6123486432d2,Netherlands,netherlands,wc_2022,2022,8.0,1679.41,1658.66,20.75,2022-06-30,team_tournament_ba61dfb2c60c
team_f48861ca24e2,England,england,wc_2022,2022,5.0,1737.46,1761.71,-24.25,2022-06-30,team_tournament_4626eb2879ae
