match_id,tournament_year,match_date,home_team_id,away_team_id,text_available,text_count,combined_pre_match_text,sources,latest_text_time,min_hours_before_match
match_d03828efe41f,1966,1966-07-19,team_9142ac5b229c,team_4edfc924721a,0,0,,,,
match_feb9eeac4200,1966,1966-07-19,team_ae0eea6eb6d6,team_6e5fa4d9c48c,0,0,,,,
match_0f250b0103a3,1966,1966-07-20,team_3b4bbcb74728,team_db5f14430304,0,0,,,,
match_147948efe321,1966,1966-07-20,team_f48861ca24e2,team_e165d4f2174b,0,0,,,,
match_6ed284a49311,1966,1966-07-20,team_e762c470514b,team_fd317045cbdc,0,0,,,,
match_f29fa680006c,1966,1966-07-20,team_79efb284d3e2,team_1747d4b2dd4b,0,0,,,,
match_95334af9de8d,1966,1966-07-23,team_f48861ca24e2,team_2a52adc7b1da,0,0,,,,
match_df35bdef8875,1966,1966-07-23,team_e762c470514b,team_3b4bbcb74728,0,0,,,,
match_f57f3c37f564,1966,1966-07-23,team_ae0eea6eb6d6,team_a9f3e4aa0834,0,0,,,,
match_f7a47e372cd9,1966,1966-07-23,team_79efb284d3e2,team_9142ac5b229c,0,0,,,,
match_cae0e41dd409,1966,1966-07-25,team_79efb284d3e2,team_e762c470514b,0,0,,,,
match_1fd23c13d5ff,1966,1966-07-26,team_f48861ca24e2,team_ae0eea6eb6d6,0,0,,,,
match_de904538a21d,1966,1966-07-28,team_ae0eea6eb6d6,team_e762c470514b,0,0,,,,
match_680972f02805,1966,1966-07-30,team_f48861ca24e2,team_79efb284d3e2,0,0,,,,
match_f04ac9a9ff01,1970,1970-05-31,team_4edfc924721a,team_e762c470514b,0,0,,,,
match_03c2a08ad65e,1970,1970-06-02,team_9142ac5b229c,team_3f8454b7f2c1,0,0,,,,
match_04c12f23d51c,1970,1970-06-02,team_32e8419a7ecb,team_db5f14430304,0,0,,,,
match_4e9fd93e8299,1970,1970-06-02,team_f48861ca24e2,team_89055f975d7d,0,0,,,,
match_044e2d816990,1970,1970-06-03,team_79efb284d3e2,team_217b6e5f0a09,0,0,,,,
match_1553011a197f,1970,1970-06-03,team_bab4ac375ada,team_88e52ee42fd0,0,0,,,,
match_a07229a31da0,1970,1970-06-03,team_73fa01094ea6,team_eedf141a7e7b,0,0,,,,
match_ea4fa7f1fe7d,1970,1970-06-03,team_6e5fa4d9c48c,team_43c05d43f993,0,0,,,,
match_24cb6b5513c4,1970,1970-06-06,team_9142ac5b229c,team_bab4ac375ada,0,0,,,,
match_31609169dc89,1970,1970-06-06,team_89055f975d7d,team_43c05d43f993,0,0,,,,
match_37618d7abd3e,1970,1970-06-06,team_e762c470514b,team_73fa01094ea6,0,0,,,,
match_dd13c08c7e7b,1970,1970-06-06,team_32e8419a7ecb,team_217b6e5f0a09,0,0,,,,
match_072c0aba8363,1970,1970-06-07,team_88e52ee42fd0,team_3f8454b7f2c1,0,0,,,,
match_27429cfda924,1970,1970-06-07,team_6e5fa4d9c48c,team_f48861ca24e2,0,0,,,,
match_534622ed6c9f,1970,1970-06-07,team_79efb284d3e2,team_db5f14430304,0,0,,,,
match_93d9a8715169,1970,1970-06-07,team_4edfc924721a,team_eedf141a7e7b,0,0,,,,
match_2b06d07a6bfc,1970,1970-06-10,team_6e5fa4d9c48c,team_89055f975d7d,0,0,,,,
match_349939cfdc59,1970,1970-06-10,team_e762c470514b,team_eedf141a7e7b,0,0,,,,
match_3e41325a3b19,1970,1970-06-10,team_79efb284d3e2,team_32e8419a7ecb,0,0,,,,
match_816a98a13a10,1970,1970-06-10,team_88e52ee42fd0,team_9142ac5b229c,0,0,,,,
match_31f167fe67ac,1970,1970-06-11,team_f48861ca24e2,team_43c05d43f993,0,0,,,,
match_51f0e679929f,1970,1970-06-11,team_bab4ac375ada,team_3f8454b7f2c1,0,0,,,,
match_aca329c6298e,1970,1970-06-11,team_4edfc924721a,team_73fa01094ea6,0,0,,,,
match_f5d7d448cec6,1970,1970-06-11,team_db5f14430304,team_217b6e5f0a09,0,0,,,,
match_2fbc1f651b37,1970,1970-06-14,team_79efb284d3e2,team_f48861ca24e2,0,0,,,,
match_634ea82104e6,1970,1970-06-14,team_6e5fa4d9c48c,team_32e8419a7ecb,0,0,,,,
match_ca341ba46b24,1970,1970-06-14,team_bab4ac375ada,team_4edfc924721a,0,0,,,,
match_e3de54b97b72,1970,1970-06-14,team_9142ac5b229c,team_e762c470514b,0,0,,,,
match_73f275206bc0,1970,1970-06-17,team_bab4ac375ada,team_79efb284d3e2,0,0,,,,
match_a078dfc3bdc6,1970,1970-06-17,team_6e5fa4d9c48c,team_9142ac5b229c,0,0,,,,
match_8ba4f61b6a34,1970,1970-06-20,team_79efb284d3e2,team_9142ac5b229c,0,0,,,,
match_b44d9d3de0d3,1970,1970-06-21,team_6e5fa4d9c48c,team_bab4ac375ada,0,0,,,,
match_3947aa852ed2,1974,1974-06-13,team_6e5fa4d9c48c,team_950ebd5e5210,0,0,,,,
match_2eb3787ed8b4,1974,1974-06-14,team_00f3af1ef8f9,team_fb2a54d63748,0,0,,,,
match_b6c8a7402cc9,1974,1974-06-14,team_79efb284d3e2,team_fd317045cbdc,0,0,,,,
match_ba590e37892f,1974,1974-06-14,team_e3a5090ba681,team_b0ce0b49f97d,0,0,,,,
match_011c7806bb12,1974,1974-06-15,team_88e52ee42fd0,team_db5f14430304,0,0,,,,
match_87c9257da58f,1974,1974-06-15,team_9142ac5b229c,team_6123486432d2,0,0,,,,
match_a7a1ec16bb8a,1974,1974-06-15,team_bab4ac375ada,team_87b190830af9,0,0,,,,
match_e031e99774b6,1974,1974-06-15,team_6f08c5ddcdd0,team_2a52adc7b1da,0,0,,,,
match_209e86bca5e7,1974,1974-06-18,team_950ebd5e5210,team_e3a5090ba681,0,0,,,,
match_2d8a64609d20,1974,1974-06-18,team_fb2a54d63748,team_79efb284d3e2,0,0,,,,
match_3c1cbeb0a4ce,1974,1974-06-18,team_b0ce0b49f97d,team_6e5fa4d9c48c,0,0,,,,
match_e9f161942cc3,1974,1974-06-18,team_fd317045cbdc,team_00f3af1ef8f9,0,0,,,,
match_2122802290fe,1974,1974-06-19,team_6123486432d2,team_88e52ee42fd0,0,0,,,,
match_2d3244fed1cd,1974,1974-06-19,team_2a52adc7b1da,team_bab4ac375ada,0,0,,,,
match_9e40efa1e5d9,1974,1974-06-19,team_87b190830af9,team_6f08c5ddcdd0,0,0,,,,
match_d06d1c5fc96b,1974,1974-06-19,team_db5f14430304,team_9142ac5b229c,0,0,,,,
