tournament_year,match_date,stage,home_team_name,away_team_name,home_team_norm,away_team_norm,home_score,away_score,stadium_name,city,referee_name,attendance,home_manager_name,away_manager_name,tournament_id,match_id,home_team_id,away_team_id,stadium_id,referee_id,home_manager_id,away_manager_id,result,target,home_fifa_rank,home_fifa_points,home_fifa_previous_points,home_fifa_diff_points,home_fifa_ranking_date,away_fifa_rank,away_fifa_points,away_fifa_previous_points,away_fifa_diff_points,away_fifa_ranking_date,fifa_rank_diff,fifa_points_diff,fifa_momentum_diff,home_better_rank_flag,home_wc_matches_before,home_wc_points_before,home_wc_goals_for_before,home_wc_goals_against_before,home_wc_goal_diff_before,home_wc_wins_before,home_wc_win_rate_before,home_last3_matches,home_last3_points,home_last3_goals_for,home_last3_goals_against,home_last3_goal_diff,home_last3_win_rate,home_last5_matches,home_last5_points,home_last5_goals_for,home_last5_goals_against,home_last5_goal_diff,home_last5_win_rate,home_last10_matches,home_last10_points,home_last10_goals_for,home_last10_goals_against,home_last10_goal_diff,home_last10_win_rate,home_tournament_matches_before,home_tournament_points_before,home_tournament_goals_for_before,home_tournament_goals_against_before,home_tournament_goal_diff_before,home_rest_days,home_first_match_in_tournament,away_wc_matches_before,away_wc_points_before,away_wc_goals_for_before,away_wc_goals_against_before,away_wc_goal_diff_before,away_wc_wins_before,away_wc_win_rate_before,away_last3_matches,away_last3_points,away_last3_goals_for,away_last3_goals_against,away_last3_goal_diff,away_last3_win_rate,away_last5_matches,away_last5_points,away_last5_goals_for,away_last5_goals_against,away_last5_goal_diff,away_last5_win_rate,away_last10_matches,away_last10_points,away_last10_goals_for,away_last10_goals_against,away_last10_goal_diff,away_last10_win_rate,away_tournament_matches_before,away_tournament_points_before,away_tournament_goals_for_before,away_tournament_goals_against_before,away_tournament_goal_diff_before,away_rest_days,away_first_match_in_tournament,text_available,text_count,combined_pre_match_text,sources,latest_text_time,min_hours_before_match
1994,1994-06-21,Group stage,Argentina,Greece,argentina,greece,4,0,"Foxboro Stadium, Boston",United States,Arturo Angeles,54456,Alfio Basile,Alkis Panagoulias,wc_1994,match_189efb4101cb,team_2a52adc7b1da,team_40bdb0601848,stadium_6d02fc3ee36f,referee_3355f7248861,manager_9b03ded8a2e0,manager_08e155c9e576,home_win,0,9.0,57.0,55.0,2.0,1994-06-30,33.0,40.0,41.0,-1.0,1994-06-30,24.0,17.0,3.0,True,48,81,82,59,23,24,0.5,3,2,1,2,-1,0.0,5,6,3,3,0,0.2,10,18,12,7,5,0.5,0,0,0,0,0,,True,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,True,0,0,,,,
1994,1994-06-21,Group stage,Germany,Spain,germany,spain,1,1,"Soldier Field, Chicago",United States,Ernesto Filippi,63113,Berti Vogts,Javier Clemente,wc_1994,match_2d0cc7e5abec,team_28ef36b35ae8,team_1747d4b2dd4b,stadium_21a36eff12d1,referee_c27cc7c9a91c,manager_fd5ff9057421,manager_7f77762d181f,draw,1,3.0,61.0,60.0,1.0,1994-06-30,6.0,60.0,56.0,4.0,1994-06-30,3.0,1.0,-3.0,True,13,28,40,27,13,9,0.6923076923076923,3,9,10,3,7,1.0,5,15,19,5,14,1.0,10,22,32,21,11,0.7,1,3,1,0,1,4.0,False,33,47,45,40,5,13,0.3939393939393939,3,4,5,5,0,0.3333333333333333,5,8,8,6,2,0.4,10,18,19,10,9,0.5,1,1,2,2,0,4.0,False,0,0,,,,
1994,1994-06-21,Group stage,Nigeria,Bulgaria,nigeria,bulgaria,3,0,"Cotton Bowl, Dallas",United States,Rodrigo Badilla,44132,Clemens Westerhof,Dimitar Penev,wc_1994,match_762967b04973,team_f174114ad69e,team_db5f14430304,stadium_eb34e2ed62d2,referee_d3cf06272729,manager_7e7b42d46db4,manager_f510b826f502,home_win,0,10.0,56.0,54.0,2.0,1994-06-30,14.0,53.0,44.0,9.0,1994-06-30,4.0,3.0,-7.0,True,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,True,16,6,11,35,-24,0,0.0,3,1,1,5,-4,0.0,5,2,3,10,-7,0.0,10,5,9,20,-11,0.0,0,0,0,0,0,,True,0,0,,,,
1994,1994-06-22,Group stage,United States,Colombia,united states,colombia,2,1,"Rose Bowl, Los Angeles",United States,Fabio Baldas,93869,Bora Milutinovic,Francisco Maturana,wc_1994,match_229dad14b68d,team_152649df347e,team_25446782e2cc,stadium_55473e526b54,referee_13d2491686b7,manager_a830b9ecc198,manager_7f318ef155c5,home_win,0,21.0,48.0,47.0,1.0,1994-06-30,14.0,53.0,51.0,2.0,1994-06-30,-7.0,-5.0,-1.0,False,11,10,15,30,-15,3,0.2727272727272727,3,1,2,4,-2,0.0,5,1,5,14,-9,0.0,10,7,12,30,-18,0.2,1,1,1,1,0,4.0,False,8,5,10,18,-8,1,0.125,3,1,3,6,-3,0.0,5,4,5,7,-2,0.2,8,5,10,18,-8,0.125,1,0,1,3,-2,4.0,False,0,0,,,,
1994,1994-06-22,Group stage,Romania,Switzerland,romania,switzerland,1,4,"Pontiac Silverdome, Detroit",United States,Neji Jouini,61428,Anghel Iordanescu,Roy Hodgson,wc_1994,match_86262791d8b0,team_89055f975d7d,team_0d9c575f4f02,stadium_5bbd2e53dda4,referee_7a57ce05bb7c,manager_17ab1b183cef,manager_65da602e310d,away_win,2,7.0,58.0,55.0,3.0,1994-06-30,10.0,56.0,54.0,2.0,1994-06-30,3.0,2.0,1.0,True,13,15,19,21,-2,4,0.3076923076923077,3,5,4,2,2,0.3333333333333333,5,8,7,4,3,0.4,10,12,15,14,1,0.3,1,3,3,1,2,4.0,False,19,18,29,45,-16,5,0.2631578947368421,3,1,2,5,-3,0.0,5,1,2,13,-11,0.0,10,4,13,28,-15,0.1,1,1,1,1,0,4.0,False,0,0,,,,
1994,1994-06-23,Group stage,Italy,Norway,italy,norway,1,0,"Giants Stadium, New York/New Jersey",United States,Hellmut Krug,74624,Arrigo Sacchi,Egil Olsen,wc_1994,match_da74028c00ef,team_bab4ac375ada,team_e6e6854f6b71,stadium_ea3b50eb4835,referee_2f0c9a832a87,manager_c1b1d1ff8166,manager_2f7ceb0cc4f0,home_win,0,2.0,63.0,57.0,6.0,1994-06-30,7.0,58.0,56.0,2.0,1994-06-30,5.0,5.0,4.0,True,55,105,89,55,34,31,0.5636363636363636,3,4,3,3,0,0.3333333333333333,5,10,6,3,3,0.6,10,22,13,7,6,0.7,1,0,0,1,-1,5.0,False,2,3,2,2,0,1,0.5,2,3,2,2,0,0.5,2,3,2,2,0,0.5,2,3,2,2,0,0.5,1,3,1,0,1,4.0,False,0,0,,,,
1994,1994-06-23,Group stage,Korea Republic,Bolivia,south korea,bolivia,0,0,"Foxboro Stadium, Boston",United States,Leslie Mottram,54453,Ho Kon Kim,Xavier Azkargorta Uriarte,wc_1994,match_efbf2c71890b,team_3c6cfbc2415a,team_76781be1c79d,stadium_6d02fc3ee36f,referee_8d9eae706af1,manager_49069ba49784,manager_0610795098b1,draw,1,35.0,39.0,38.0,1.0,1994-06-30,40.0,36.0,35.0,1.0,1994-06-30,5.0,3.0,0.0,True,9,2,7,31,-24,0,0.0,3,1,3,6,-3,0.0,5,1,5,11,-6,0.0,9,2,7,31,-24,0.0,1,1,2,2,0,6.0,False,4,0,0,17,-17,0,0.0,3,0,0,13,-13,0.0,4,0,0,17,-17,0.0,4,0,0,17,-17,0.0,1,0,0,1,-1,6.0,False,0,0,,,,
1994,1994-06-24,Group stage,Mexico,Republic of Ireland,mexico,ireland,2,1,"Citrus Bowl, Orlando",United States,Kurt Roethlisberger,60790,Miguel Mejia Baron,Jack Charlton,wc_1994,match_2d445ad34e7b,team_4edfc924721a,team_a66f852274a4,stadium_1a9be7611e99,referee_89b8acebbeab,manager_e9c93a0d83b5,manager_b34a03ab4860,home_win,0,14.0,53.0,51.0,2.0,1994-06-30,13.0,54.0,53.0,1.0,1994-06-30,-1.0,-1.0,1.0,False,30,24,27,65,-38,6,0.2,3,4,2,1,1,0.3333333333333333,5,8,4,2,2,0.4,10,11,9,19,-10,0.3,1,0,0,1,-1,5.0,False,6,7,3,3,0,1,0.16666666666666666,3,4,1,1,0,0.3333333333333333,5,6,2,2,0,0.2,6,7,3,3,0,0.16666666666666666,1,3,1,0,1,6.0,False,0,0,,,,
1994,1994-06-24,Group stage,Brazil,Cameroon,brazil,cameroon,3,0,"Stanford Stadium, San Francisco",United States,Arturo Brizio Carter,83401,Carlos Alberto Parreira,Henri Michel,wc_1994,match_ad316d029fe3,team_6e5fa4d9c48c,team_9621cbb93d1b,stadium_8962e3727c98,referee_082a13461fbe,manager_3fec751e6ad8,manager_7ab7b79b68d3,home_win,0,1.0,65.0,59.0,6.0,1994-06-30,27.0,44.0,46.0,-2.0,1994-06-30,26.0,21.0,8.0,True,67,146,150,65,85,45,0.6716417910447762,3,6,3,1,2,0.6666666666666666,5,12,6,2,4,0.8,10,25,16,3,13,0.8,1,3,2,0,2,4.0,False,9,13,10,12,-2,3,0.3333333333333333,3,4,6,6,0,0.3333333333333333,5,7,8,11,-3,0.4,9,13,10,12,-2,0.3333333333333333,1,1,2,2,0,5.0,False,0,0,,,,
1994,1994-06-24,Group stage,Sweden,Russia,sweden,russia,3,1,"Pontiac Silverdome, Detroit",United States,Joel Quiniou,71528,Tommy Svensson,Pavel Sadyrin,wc_1994,match_cc7287a21f6d,team_88e52ee42fd0,team_1c625cc86f82,stadium_5bbd2e53dda4,referee_fa2170609dca,manager_994b34a4de5e,manager_7e4ca382e3bd,home_win,0,3.0,61.0,55.0,6.0,1994-06-30,18.0,52.0,50.0,2.0,1994-06-30,15.0,9.0,4.0,True,32,40,53,54,-1,11,0.34375,3,1,4,6,-2,0.0,5,1,5,9,-4,0.0,10,5,10,17,-7,0.1,1,1,2,2,0,5.0,False,1,0,0,2,-2,0,0.0,1,0,0,2,-2,0.0,1,0,0,2,-2,0.0,1,0,0,2,-2,0.0,1,0,0,2,-2,4.0,False,0,0,,,,
1994,1994-06-25,Group stage,Belgium,Netherlands,belgium,netherlands,1,0,"Citrus Bowl, Orlando",United States,Renato Marsiglia,62387,Paul Van Himst,Dick Advocaat,wc_1994,match_6b6c67944fa7,team_73fa01094ea6,team_6123486432d2,stadium_1a9be7611e99,referee_7e1ec0be8f4d,manager_252746548d53,manager_2f2ff491f9cc,home_win,0,20.0,50.0,44.0,6.0,1994-06-30,3.0,61.0,59.0,2.0,1994-06-30,-17.0,-11.0,4.0,False,26,28,34,49,-15,8,0.3076923076923077,3,3,2,3,-1,0.3333333333333333,5,9,7,4,3,0.6,10,14,16,16,0,0.4,1,3,1,0,1,6.0,False,21,33,37,24,13,9,0.42857142857142855,3,4,4,4,0,0.3333333333333333,5,6,5,5,0,0.2,10,13,17,15,2,0.3,1,3,2,1,1,5.0,False,0,0,,,,
1994,1994-06-25,Group stage,Argentina,Nigeria,argentina,nigeria,2,1,"Foxboro Stadium, Boston",United States,Bo Karlsson,54453,Alfio Basile,Clemens Westerhof,wc_1994,match_8358fe82bc85,team_2a52adc7b1da,team_f174114ad69e,stadium_6d02fc3ee36f,referee_c998251d5342,manager_9b03ded8a2e0,manager_7e7b42d46db4,home_win,0,9.0,57.0,55.0,2.0,1994-06-30,10.0,56.0,54.0,2.0,1994-06-30,1.0,1.0,0.0,True,49,84,86,59,27,25,0.5102040816326531,3,4,5,2,3,0.3333333333333333,5,8,6,2,4,0.4,10,18,14,6,8,0.5,1,3,4,0,4,4.0,False,1,3,3,0,3,1,1.0,1,3,3,0,3,1.0,1,3,3,0,3,1.0,1,3,3,0,3,1.0,1,3,3,0,3,4.0,False,0,0,,,,
1994,1994-06-25,Group stage,Saudi Arabia,Morocco,saudi arabia,morocco,2,1,"Giants Stadium, New York/New Jersey",United States,Philip Don,76322,Jorge Solari,Abdellah Blinda,wc_1994,match_a54129842c0f,team_5318efec44d1,team_217b6e5f0a09,stadium_ea3b50eb4835,referee_b21f9e161b25,manager_99bc3e004900,manager_ff3bd2e8ad33,home_win,0,28.0,43.0,40.0,3.0,1994-06-30,28.0,43.0,44.0,-1.0,1994-06-30,0.0,0.0,4.0,False,1,0,1,2,-1,0,0.0,1,0,1,2,-1,0.0,1,0,1,2,-1,0.0,1,0,1,2,-1,0.0,1,0,1,2,-1,5.0,False,8,6,5,9,-4,1,0.125,3,3,3,3,0,0.3333333333333333,5,5,3,3,0,0.2,8,6,5,9,-4,0.125,1,0,0,1,-1,6.0,False,0,0,,,,
1994,1994-06-26,Group stage,Bulgaria,Greece,bulgaria,greece,4,0,"Soldier Field, Chicago",United States,Ali Bujsaim,63160,Dimitar Penev,Alkis Panagoulias,wc_1994,match_792bc8fa0a0f,team_db5f14430304,team_40bdb0601848,stadium_21a36eff12d1,referee_5eed2fde1b11,manager_f510b826f502,manager_08e155c9e576,home_win,0,14.0,53.0,44.0,9.0,1994-06-30,33.0,40.0,41.0,-1.0,1994-06-30,19.0,13.0,10.0,True,17,6,11,38,-27,0,0.0,3,0,0,7,-7,0.0,5,2,2,9,-7,0.0,10,5,7,20,-13,0.0,1,0,0,3,-3,5.0,False,1,0,0,4,-4,0,0.0,1,0,0,4,-4,0.0,1,0,0,4,-4,0.0,1,0,0,4,-4,0.0,1,0,0,4,-4,5.0,False,0,0,,,,
1994,1994-06-26,Group stage,United States,Romania,united states,romania,0,1,"Rose Bowl, Los Angeles",United States,Mario Van Der Ende,93869,Bora Milutinovic,Anghel Iordanescu,wc_1994,match_e678ab9610ab,team_152649df347e,team_89055f975d7d,stadium_55473e526b54,referee_6ca7ed4a50da,manager_a830b9ecc198,manager_17ab1b183cef,away_win,2,21.0,48.0,47.0,1.0,1994-06-30,7.0,58.0,55.0,3.0,1994-06-30,-14.0,-10.0,-2.0,False,12,13,17,31,-14,4,0.3333333333333333,3,4,4,4,0,0.3333333333333333,5,4,5,10,-5,0.2,10,7,11,31,-20,0.2,2,4,3,2,1,4.0,False,14,15,20,25,-5,4,0.2857142857142857,3,4,4,5,-1,0.3333333333333333,5,5,6,8,-2,0.2,10,11,13,15,-2,0.3,2,3,4,5,-1,4.0,False,0,0,,,,
1994,1994-06-26,Group stage,Switzerland,Colombia,switzerland,colombia,0,2,"Stanford Stadium, San Francisco",United States,Peter Mikkelsen,83401,Roy Hodgson,Francisco Maturana,wc_1994,match_f4305f0ed4bf,team_0d9c575f4f02,team_25446782e2cc,stadium_8962e3727c98,referee_a1c8baf68392,manager_65da602e310d,manager_7f318ef155c5,away_win,2,10.0,56.0,54.0,2.0,1994-06-30,14.0,53.0,51.0,2.0,1994-06-30,4.0,3.0,0.0,True,20,21,33,46,-13,6,0.3,3,4,5,4,1,0.3333333333333333,5,4,6,11,-5,0.2,10,7,17,27,-10,0.2,2,4,5,2,3,4.0,False,9,5,11,20,-9,1,0.1111111111111111,3,0,3,7,-4,0.0,5,1,4,9,-5,0.0,9,5,11,20,-9,0.1111111111111111,2,0,2,5,-3,4.0,False,0,0,,,,
1994,1994-06-27,Group stage,Germany,Korea Republic,germany,south korea,3,2,"Cotton Bowl, Dallas",United States,Joel Quiniou,63998,Berti Vogts,Ho Kon Kim,wc_1994,match_38bbb15073c3,team_28ef36b35ae8,team_3c6cfbc2415a,stadium_eb34e2ed62d2,referee_fa2170609dca,manager_fd5ff9057421,manager_49069ba49784,home_win,0,3.0,61.0,60.0,1.0,1994-06-30,35.0,39.0,38.0,1.0,1994-06-30,32.0,22.0,0.0,True,14,29,41,28,13,9,0.6428571428571429,3,7,5,3,2,0.6666666666666666,5,13,13,4,9,0.8,10,20,30,20,10,0.6,2,4,2,1,1,6.0,False,10,3,7,31,-24,0,0.0,3,2,2,3,-1,0.0,5,2,3,8,-5,0.0,10,3,7,31,-24,0.0,2,2,2,2,0,4.0,False,0,0,,,,
1994,1994-06-27,Group stage,Bolivia,Spain,bolivia,spain,1,3,"Soldier Field, Chicago",United States,Rodrigo Badilla,63089,Xavier Azkargorta Uriarte,Javier Clemente,wc_1994,match_d37160b64734,team_76781be1c79d,team_1747d4b2dd4b,stadium_21a36eff12d1,referee_d3cf06272729,manager_0610795098b1,manager_7f77762d181f,away_win,2,40.0,36.0,35.0,1.0,1994-06-30,6.0,60.0,56.0,4.0,1994-06-30,-34.0,-24.0,-3.0,False,5,1,0,17,-17,0,0.0,3,1,0,9,-9,0.0,5,1,0,17,-17,0.0,5,1,0,17,-17,0.0,2,1,0,1,-1,4.0,False,34,48,46,41,5,13,0.38235294117647056,3,2,4,5,-1,0.0,5,8,9,7,2,0.4,10,19,20,10,10,0.5,2,2,3,3,0,6.0,False,0,0,,,,
1994,1994-06-28,Group stage,Brazil,Sweden,brazil,sweden,1,1,"Pontiac Silverdome, Detroit",United States,Sandor Puhl,77217,Carlos Alberto Parreira,Tommy Svensson,wc_1994,match_4e49076d1d4e,team_6e5fa4d9c48c,team_88e52ee42fd0,stadium_5bbd2e53dda4,referee_9065f7c560d3,manager_3fec751e6ad8,manager_994b34a4de5e,draw,1,1.0,65.0,59.0,6.0,1994-06-30,3.0,61.0,55.0,6.0,1994-06-30,2.0,4.0,0.0,True,68,149,153,65,88,46,0.6764705882352942,3,6,5,1,4,0.6666666666666666,5,12,7,1,6,0.8,10,25,18,3,15,0.8,2,6,5,0,5,4.0,False,33,43,56,55,1,12,0.36363636363636365,3,4,6,5,1,0.3333333333333333,5,4,8,9,-1,0.2,10,8,13,17,-4,0.2,2,4,5,3,2,4.0,False,0,0,,,,
