match_id,tournament_year,home_team_name,away_team_name,text_available,embedding_row
match_a7ebe23071da,2022,Morocco,Spain,1,490
match_fe8b12eea490,2022,Portugal,Switzerland,1,491
match_2f915033f4e3,2022,Netherlands,Argentina,1,492
match_9d2b8b48fb90,2022,Croatia,Brazil,1,493
match_8f666bec6225,2022,Morocco,Portugal,1,494
match_eb04f9fd8d79,2022,England,France,1,495
match_f6887b5f5d6f,2022,Argentina,Croatia,1,496
match_ebf4a0fe598d,2022,France,Morocco,1,497
match_c50654aea08c,2022,Croatia,Morocco,1,498
match_438f9a929e58,2022,Argentina,France,1,499
